"","genes","logFC","logCPM","LR","PValue","FDR"
"10263","ENSGMOG00000010567",1.70876761333032,0.0221820811323982,11.7648338942414,0.000603602685400045,0.00770501422194041
"16478","ENSGMOG00000016925",1.1113465393973,3.03436717100389,11.7602561643175,0.000605088982041024,0.00771661664597165
"6253","ENSGMOG00000006451",0.997687356676749,2.25613421327909,11.7578864204893,0.000605859841308459,0.00771908177224743
"7217","ENSGMOG00000007447",-0.791902512849616,4.58487993686195,11.7544673651283,0.000606973781385738,0.00772590913163846
"9093","ENSGMOG00000009362",-0.94633559668015,4.15900068751993,11.7493426336525,0.000608647311143561,0.00773162186495432
"19512","ENSGMOG00000020030",2.22558052102196,-0.614555511494615,11.7479975406277,0.000609087335531571,0.00773162186495432
"7457","ENSGMOG00000007691",-0.771208662272396,3.72393608385089,11.7477813569086,0.000609158086329735,0.00773162186495432
"17495","ENSGMOG00000017963",-1.07760811329549,3.0265631815489,11.7420682208282,0.000611030844400315,0.00774803343018046
"524","ENSGMOG00000000552",-1.01319743668227,3.78993504889368,11.7325207009461,0.000614173494432759,0.00778050118776665
"3507","ENSGMOG00000003624",1.33509849058827,0.50411666479862,11.7268939484719,0.000616033228627613,0.00779667054981823
"744","ENSGMOG00000000776",-1.18419177112575,3.77864504119028,11.7096944279462,0.000621753288200577,0.00786025609436959
"18788","ENSGMOG00000019295",1.46467489663796,0.879733143152166,11.7082577184316,0.000622233516486571,0.00786025609436959
"7431","ENSGMOG00000007665",-0.697758667510622,4.63190093497992,11.6947188339452,0.000626777403174256,0.00790904939779601
"4632","ENSGMOG00000004779",-0.546393650014168,7.20064543615227,11.6924154717169,0.000627553780751788,0.00790904939779601
"14290","ENSGMOG00000014692",-1.01351189075849,3.23845018181936,11.6914739528933,0.000627871411227951,0.00790904939779601
"265","ENSGMOG00000000274",-0.785916403688888,4.08320866496022,11.6894510465334,0.000628554407516793,0.00791019741663082
"13481","ENSGMOG00000013862",-1.80106917139506,3.01385697438182,11.6860059245448,0.00062971931566677,0.00791740230845379
"4850","ENSGMOG00000005009",-0.935385129856569,3.85909226085696,11.6529092383546,0.000641022079149683,0.00805193617277774
"6296","ENSGMOG00000006496",-0.886959156318655,4.84164399910326,11.6507982669226,0.000641749904266972,0.0080535093619982
"686","ENSGMOG00000000717",0.536937860289546,5.6486068111908,11.6412796896738,0.000645042119667461,0.00808723070296024
"8664","ENSGMOG00000008923",-0.91528770477887,3.05057406555565,11.6351146680286,0.00064718352862185,0.00810014496735776
"7835","ENSGMOG00000008077",-1.06810928924259,4.18551174196734,11.6343266978787,0.000647457745611329,0.00810014496735776
"3167","ENSGMOG00000003269",1.35407455181482,2.31677266233858,11.6330841871611,0.00064789038309805,0.00810014496735776
"8836","ENSGMOG00000009096",-0.920149468167994,4.09081871212113,11.6295488811161,0.00064912296111489,0.00810797044420608
"9069","ENSGMOG00000009337",-0.462909433683883,5.5709564825676,11.6246954519171,0.000650818958878263,0.00812156431877497
"7827","ENSGMOG00000008069",-0.955954816888913,3.37943022970502,11.6183036015653,0.000653059377855985,0.00813749665321086
"11944","ENSGMOG00000012294",-0.573485211562456,6.17739804659377,11.6175802143925,0.000653313423785653,0.00813749665321086
"13074","ENSGMOG00000013444",-0.933164234593445,4.64515222652599,11.6150949630491,0.000654186978570086,0.0081388849729736
"9393","ENSGMOG00000009675",0.356915082762053,8.46260453157166,11.6112281286709,0.00065554850004443,0.0081388849729736
"2871","ENSGMOG00000002969",0.427175985735111,5.96534437397759,11.6107816214816,0.000655705900485801,0.0081388849729736
"4776","ENSGMOG00000004932",-0.525465230382075,6.13109383939597,11.6103424155176,0.000655860764376548,0.0081388849729736
"16431","ENSGMOG00000016878",1.9004357600295,-0.331866986002018,11.6078746710787,0.000656731577478457,0.0081421312922074
"949","ENSGMOG00000000985",-0.698401326093567,5.43127384569573,11.6053860606153,0.000657610936421126,0.00814547744695862
"10110","ENSGMOG00000010411",1.42896251266601,1.51188945677997,11.6019201329212,0.000658837615633745,0.0081531154934676
"20064","ENSGMOG00000020582",1.82376226100866,-0.411532531408644,11.5817770817831,0.000666012637376458,0.00823428205230006
"16964","ENSGMOG00000017422",0.567438238790404,4.52930327739837,11.5777657273354,0.000667450892026554,0.0082444373123243
"14361","ENSGMOG00000014765",1.9795074283958,-0.640292151473824,11.5750405037445,0.000668429799013555,0.00824888714637034
"3380","ENSGMOG00000003490",-0.983319819913952,3.19489931034957,11.5731231129652,0.000669119399430054,0.00824888714637034
"11228","ENSGMOG00000011557",0.390639094756543,10.9464877966924,11.5716137868779,0.000669662742522395,0.00824888714637034
"6117","ENSGMOG00000006310",2.03940137751558,-0.101573303859112,11.5675951659659,0.000671111581916461,0.00825912181612661
"10642","ENSGMOG00000010958",0.512578054625491,5.79614486483289,11.5643575175525,0.000672281158882853,0.00826590403723029
"16741","ENSGMOG00000017196",-0.929939339999463,4.12092894516467,11.5577320429985,0.0006746809849995,0.00828778618062345
"17738","ENSGMOG00000018217",-0.425819089518952,6.93438828725203,11.5443040421552,0.000679571342084982,0.00834019374377023
"11684","ENSGMOG00000012025",1.04004035489221,4.81863047076343,11.5299432313448,0.000684841053138109,0.00839082992334465
"1440","ENSGMOG00000001495",-1.16977214576549,2.18452919018449,11.5296396543815,0.000684952895351217,0.00839082992334465
"5865","ENSGMOG00000006055",-1.24800305482691,6.33738056551384,11.521887452983,0.00068781518005343,0.00841438158595769
"3235","ENSGMOG00000003340",-1.33651090638584,6.30984052077663,11.5210243299679,0.000688134610808212,0.00841438158595769
"9709","ENSGMOG00000010006",-0.928700316895776,3.3294738135261,11.5155620990243,0.000690159590296839,0.00843142863283112
"7174","ENSGMOG00000007404",-0.38191934294676,7.18375279689898,11.5089862283113,0.000692605409960658,0.00845358109965679
"4683","ENSGMOG00000004831",-0.48289472828619,5.46281628896842,11.5023974644011,0.000695064806955908,0.00847585870891032
"9094","ENSGMOG00000009363",-1.45128040844063,2.08820421329405,11.4955734098315,0.000697621332200714,0.00849927903816093
"15655","ENSGMOG00000016084",-0.714068708760859,3.93800034135823,11.4888313915001,0.000700156452449262,0.00852239616300946
"7040","ENSGMOG00000007262",-0.993914803650147,4.38839027431429,11.466131927489,0.000708760477764438,0.00861927550984687
"6919","ENSGMOG00000007137",-1.15500485196289,3.02728516792959,11.4631830915834,0.000709886019049324,0.00862511513144928
"17649","ENSGMOG00000018125",-0.965389981465894,2.79465620724086,11.4593306010235,0.000711359197321433,0.00863516409827516
"7290","ENSGMOG00000007521",-1.23022642684942,2.00928048735697,11.4543576123735,0.000713265417568781,0.00864969442810509
"9854","ENSGMOG00000010152",-1.9446039899282,0.237207554350272,11.452032778903,0.000714158330014973,0.00864969442810509
